,text,class,embedding
708,L&T has also made a commitment to redeem the remaining shares by the end of 2011 .,1,"[-1.57081608e-01 -4.43481578e-02 -3.77726479e-02  4.88779521e-02
 -3.65591462e-04 -3.77361161e-02 -9.81942676e-02  3.65598314e-01
  1.17993863e-01  1.47802838e-01  1.58250590e-01 -1.00093868e-01
  4.90880026e-03 -4.09873403e-02 -9.13265147e-02 -1.07984475e-01
 -4.82569342e-02  3.62018324e-02 -1.64533852e-01 -8.14632535e-02
  7.35361098e-02 -1.96352010e-02 -1.68333033e-01 -1.70670996e-01
  3.12519335e-02 -4.44942805e-02 -1.82506921e-01  4.48961167e-02
  5.89238679e-02 -1.63510998e-01  1.45391820e-01  4.52979530e-02
 -7.08328469e-02  4.92797884e-02 -8.94999880e-02 -1.91237728e-02
  2.46946905e-01 -1.87584672e-02 -5.27501967e-02  7.83946815e-02
 -1.12295082e-01 -3.22382606e-02 -1.96388535e-01  7.50338688e-02
  1.07546111e-01  1.18213045e-01  3.42931084e-03 -1.71255487e-01
  1.93977522e-02  3.35350966e-02  1.47674976e-02  8.20477443e-02
  3.54712189e-02  6.36363168e-02  3.66584641e-02 -2.92975477e-02
  6.55724391e-02  4.23170555e-01  1.98543851e-02  2.78801589e-01
 -1.84844865e-01 -1.94708136e-02  6.74355024e-02  1.56935490e-01]"
709,You 're not alone .,1,"[-0.02710472 -0.12390728 -0.00833047 -0.00419705  0.1970591  -0.11452697
 -0.03919367  0.03773936 -0.10383778  0.06449868 -0.20433065 -0.07693303
 -0.11423611  0.09583908  0.03132222  0.04573807 -0.21131135 -0.00313131
 -0.17800763 -0.21509255 -0.04988286 -0.07969623 -0.23516204  0.0423568
  0.01397047  0.24112471 -0.02745011 -0.02855903 -0.09562093  0.01837885
  0.08740407 -0.11918076 -0.06075383 -0.04104792  0.04290217 -0.06308073
  0.03966632 -0.00656258 -0.13205141  0.09263959  0.02928618  0.00838047
 -0.14659452  0.01677002  0.15968332  0.06438961 -0.08776765 -0.13430559
  0.1361962   0.04173872  0.04781046  0.13088796 -0.02105115 -0.00799416
  0.06977056  0.23996126  0.32169353 -0.4063344  -0.10129274  0.09554821
 -0.02775915 -0.04715603  0.11605399  0.1928416 ]"
710,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",2,"[-0.03473178  0.06748242  0.03448413  0.02741086  0.0288348   0.07416875
 -0.09856147  0.3707199  -0.12666883 -0.12369712  0.30360895 -0.18882695
 -0.04986888 -0.089894   -0.1655486  -0.05698859 -0.17619721 -0.08525072
 -0.00511922  0.06488217 -0.08661275 -0.16876794 -0.08834624  0.03912742
 -0.06773006  0.00477098 -0.00442273  0.03507228  0.13075491  0.06605847
 -0.03714628 -0.03572234 -0.09732326  0.22745908  0.13546011  0.0957755
  0.17867362 -0.2825594   0.05503841 -0.11756798  0.07410684  0.25321383
 -0.00750278  0.14784221 -0.04209912 -0.07361155 -0.10438106  0.03507228
  0.02844786 -0.10332858 -0.04822826 -0.09856147  0.00845852 -0.05107614
 -0.11069593  0.02238064  0.09199896  0.34645101 -0.05571942  0.00674437
 -0.10400959  0.02942295  0.08568409  0.05250008]"
711,Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,1,"[ 0.07818953  0.09510995  0.01768829  0.04736637 -0.11822732 -0.21069682
 -0.07576464  0.16661754 -0.03898699  0.12911243  0.35478973 -0.0767346
 -0.05272809  0.2455076  -0.06816662  0.01062241 -0.11736513  0.07452524
 -0.06611893 -0.04399845 -0.01031929 -0.04666584 -0.10933602  0.10437845
  0.01100635 -0.0108851   0.00651355  0.04367513 -0.01320223 -0.11251534
  0.03055373  0.07748901  0.07236977  0.15907341  0.07538743  0.08266213
  0.1134853   0.08955962 -0.03041902  0.11908951  0.04332487 -0.04407929
 -0.14021308  0.13353113 -0.00189108 -0.03419108 -0.01143744  0.00101458
 -0.1162874  -0.03526882  0.03052679  0.10691113 -0.09850481  0.06358626
 -0.18235245 -0.03842118 -0.1627377   0.47032273 -0.05224311  0.17513163
 -0.29185012 -0.08945185  0.14366182  0.08788913]"
712,"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",1,"[ 0.10872881 -0.10717449 -0.08445172  0.15735702  0.01233284  0.27119291
 -0.028607    0.00985332  0.0333625  -0.10095719  0.17452862 -0.04966442
  0.23699772 -0.16683101 -0.07379348  0.27341337 -0.18992386 -0.16697904
 -0.14136966  0.0035273   0.12308783 -0.20546711 -0.06117384  0.15121373
 -0.08430369  0.03197471 -0.05058961 -0.04851718 -0.02786685 -0.25357721
 -0.05347622  0.17378846 -0.02039128  0.06187698 -0.00047908  0.04981245
 -0.22337888  0.10872881  0.31204948  0.10998708  0.03782194 -0.16446251
 -0.13988935 -0.07123995 -0.10273356  0.11546423  0.12516026 -0.03610108
  0.03417667 -0.23122453  0.0390802   0.11309573 -0.05658488  0.13752086
 -0.04796206  0.04270696  0.02949519  0.04970143 -0.06402344 -0.061951
  0.04100461  0.02318537  0.03027235 -0.03386211]"
713,"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .",1,"[-0.120534    0.27219434  0.0276917  -0.12064134 -0.08758303 -0.18675794
 -0.02445831  0.25587985 -0.0632723  -0.01775005  0.15477297 -0.00835849
 -0.05575905 -0.15080168 -0.04405985 -0.02750386 -0.05235126 -0.04784331
 -0.17688338 -0.04132288 -0.05983767  0.05506139  0.16733082 -0.04121555
 -0.08141144 -0.01100825 -0.0754545   0.07234187  0.06128666 -0.08044545
 -0.02873818 -0.02047361 -0.16475485 -0.06139399  0.1635742  -0.06171599
  0.09606227 -0.21616695 -0.00075258  0.03732475  0.09869192  0.03088483
 -0.08624139  0.13480917  0.16207154  0.09761859 -0.20607773  0.07684982
  0.01302744  0.08522173 -0.03351446 -0.0632723  -0.16314487  0.07298587
 -0.13663383  0.01444959 -0.02043336  0.51133036 -0.01194741  0.14081978
 -0.08538273 -0.13996112  0.12396864 -0.01682432]"
714,Consumption is forecast to grow by about 2 % .,2,"[-0.11598855  0.03415119 -0.00286834  0.01374414  0.06208764 -0.16612476
 -0.06866092  0.28731217 -0.13050953 -0.06597185  0.17855424  0.0405452
  0.05924918 -0.08174772 -0.02565074  0.0971053   0.02178147 -0.03788601
  0.14855617 -0.02358912 -0.19468866 -0.07613056 -0.11084944 -0.13911455
 -0.27344853  0.09746384  0.02902702  0.11198482  0.02775718  0.06507549
 -0.0573967   0.06447792  0.08712586 -0.00052054  0.03591402 -0.01174974
  0.06519501 -0.0789989  -0.04194949  0.06872068  0.07636959  0.12190451
 -0.18823489  0.07708667  0.17580541 -0.06495598  0.12835827 -0.14138532
  0.0945955  -0.20496689 -0.26293129 -0.23317223 -0.07971598  0.04087386
 -0.05841257 -0.00946403 -0.16469059  0.37121116 -0.04810447  0.24058212
  0.03842382  0.00493743 -0.08330141  0.04574407]"
715,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",0,"[-1.57730809e-01  3.04694022e-02  3.10805363e-02  1.26417462e-01
 -3.08977400e-04 -7.85743895e-02 -1.57381598e-01  2.64941189e-01
 -1.56450340e-01 -2.12674672e-01  2.03362164e-01 -5.18008924e-02
 -1.81594145e-01 -3.93453995e-02 -1.62270671e-01 -8.46275219e-02
 -1.10469766e-01 -9.51623119e-02  1.85522853e-02  9.10880850e-03
 -7.07751510e-02 -1.84940828e-02 -1.31190126e-01  4.12151766e-03
  5.35178876e-02 -1.24263938e-02 -1.88345716e-01  3.34086657e-02
 -6.80978043e-02  1.42365150e-01 -2.94362948e-02 -4.60678729e-02
 -1.80313676e-01 -1.48345536e-02  6.08805996e-02 -1.11677487e-02
  1.62969110e-01 -2.24431726e-01  1.97425423e-01 -1.35962790e-01
  1.22343229e-01  2.07902009e-01 -1.32354194e-01  8.14117981e-03
  4.49620096e-02  2.50856000e-02 -1.06337336e-01 -1.51212039e-01
  2.82867802e-02 -1.35868215e-03 -4.66208045e-02 -2.89852193e-02
  1.43412809e-01 -1.35540817e-02  2.38196803e-02  1.44693278e-01
  6.20446632e-02  4.29307160e-01 -7.92146239e-02  5.22956193e-02
 -5.65735605e-02  1.42525207e-02  1.68090985e-01  6.42563897e-02]"
716,The number of bodily injury cases quadrupled in 2000-2006 .,0,"[ 0.11677868 -0.05619425 -0.03465495  0.08774865  0.12566879  0.12215664
 -0.18427763  0.16726571 -0.01643572  0.08912057  0.04796267  0.09285222
  0.07238302  0.01473453 -0.112169   -0.04058169 -0.17297293 -0.24519133
  0.01118123  0.11282752 -0.12555903  0.15222935 -0.33036075  0.19602136
  0.07112085  0.13302233  0.06173685 -0.03783783 -0.03155439  0.09987651
 -0.25287413 -0.06898064 -0.0057038   0.07183425  0.23180129  0.03481958
 -0.0536699   0.05762106 -0.17977771 -0.00677733  0.18888732  0.09142541
  0.04831938  0.15431469  0.25089855 -0.08511454  0.07946219 -0.0235286
  0.02490053 -0.02453011 -0.10931538 -0.19250921  0.05232541 -0.25067906
  0.15771706 -0.09565096 -0.13730275  0.11721769  0.10004113  0.03023734
 -0.04299629 -0.00427699  0.06459046  0.02074358]"
717,The stock of new machines is reasonably small and new orders bring work .,2,"[-0.07133939  0.28461733  0.00094046 -0.01015499  0.02047191  0.01727968
  0.01305807  0.13555409 -0.02470508 -0.02408051  0.20504292  0.0356003
 -0.13999546  0.11094154 -0.07022905  0.16331261 -0.08396952 -0.05792277
  0.06814716 -0.1535046   0.06773078  0.06921124 -0.23261637 -0.06537131
 -0.11991679 -0.07471668 -0.1072404  -0.05699749 -0.11936162  0.09946802
  0.02854501  0.14702761 -0.27665989 -0.01913024  0.40712493 -0.07541064
  0.06458482 -0.16442295 -0.11020131  0.00120504  0.00063288 -0.02412678
 -0.23853819 -0.00608952  0.0692575   0.06564889 -0.07175577 -0.16581087
 -0.05898685  0.05972708 -0.16118445  0.01456166 -0.04982654  0.05412911
 -0.08975254  0.01204026 -0.11094154  0.35678947  0.01504743  0.00743697
 -0.06023598 -0.0779089   0.10705535  0.00144937]"
718,The combined value of the orders is almost EUR 3mn .,1,"[-0.09004709  0.07382239 -0.01690918 -0.06283691  0.06459459 -0.1713058
  0.01141644  0.35126478 -0.08071788  0.10099877  0.06388476 -0.03860127
  0.02404974 -0.05046558 -0.14615751 -0.02173434  0.00312452 -0.06229609
 -0.08585571 -0.22984993  0.0855853   0.0347479   0.00910104 -0.0325001
 -0.05523159  0.01913163 -0.11668264 -0.03582955 -0.04008853  0.15913728
 -0.07645891  0.12013039  0.00274214 -0.0624651   0.30394274 -0.09829464
 -0.03795904 -0.2014567   0.03816185 -0.05026277  0.11201804  0.08524729
 -0.08673454  0.06307352  0.06892118  0.19956382 -0.2431001   0.03667459
 -0.08666694 -0.03653938  0.04062935 -0.10843508 -0.19145147  0.10850269
 -0.04370529  0.05066839 -0.0209569   0.40940327 -0.03904069  0.27744239
  0.00422518  0.01085872  0.15994851  0.05398093]"
719,Raisio 's malting capacity was in full use in 2008 .,2,"[ 0.06891979  0.06916638  0.01164332  0.04937814 -0.14881251 -0.20762242
 -0.16434721  0.16903226  0.06013529 -0.10165361  0.15694974 -0.01388567
 -0.18308747 -0.06842663 -0.0145946   0.0093239  -0.05668314 -0.13414086
  0.03251806 -0.03711066  0.10424273  0.03248724 -0.06210795  0.04848428
 -0.20478672 -0.01593539 -0.15399074  0.01650561 -0.09807817 -0.01880191
  0.0106801   0.01443278 -0.06565258  0.06019694 -0.02738606  0.19073153
  0.24756878  0.04990213  0.00431905  0.06565258  0.12575705  0.06848828
 -0.18925203  0.08186538  0.08883133 -0.0064227  -0.04876168 -0.13648339
 -0.04543282 -0.05834757 -0.01664432  0.09308488  0.07841322 -0.02223865
 -0.03852851 -0.06170726 -0.00139858  0.60807234 -0.0075747   0.07280347
 -0.21058141 -0.06260112  0.12772971  0.01914096]"
720,"However , the growth margin slowed down due to the financial crisis .",0,"[-0.14880366  0.05363764 -0.02053642  0.09846855  0.1481963  -0.14379292
  0.0051863   0.19405212 -0.1711242   0.06286195  0.16474691  0.07125114
 -0.08943404 -0.06794861 -0.1617101   0.0693911   0.00027936 -0.1185874
  0.21698003  0.12769784  0.09057284 -0.0130393  -0.16186193 -0.11957437
 -0.24749996  0.10249231 -0.14204675  0.04490682  0.04581786  0.05971127
 -0.08169017 -0.10697161 -0.08799155 -0.04422354  0.15700304  0.11129906
  0.08730827 -0.0337845   0.1185874  -0.09110428  0.25873615  0.14113571
 -0.00385532  0.15852145  0.16565795 -0.05340988 -0.09315413 -0.00347335
 -0.0334998  -0.21758739 -0.24658892  0.07561655  0.07170666 -0.06984662
 -0.0720483   0.11539875 -0.09543174  0.1816012  -0.04080712  0.12367406
 -0.12557207 -0.12625535  0.02425651  0.26025456]"
721,"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",2,"[-0.09930854  0.10187134  0.02265587  0.01380175 -0.07795187 -0.17740279
 -0.0982407   0.24545939 -0.00928125 -0.0192566   0.16643969  0.03381473
 -0.12664508 -0.13589964 -0.11731934 -0.12963502  0.08642334 -0.16871773
  0.02025325 -0.17583663 -0.10279679  0.06535143 -0.01106988  0.17768754
  0.05339169 -0.11674983 -0.07923326  0.04926273 -0.14565253  0.18138936
  0.01502976  0.09838309 -0.04317608  0.04452867 -0.02662466  0.23592007
  0.08072823  0.06218352  0.10756646  0.11739052  0.07496193  0.02804843
 -0.05392561  0.27137216  0.01401532 -0.01397972  0.05606127  0.08628097
 -0.17555187 -0.09468125 -0.01386404 -0.0340461  -0.19776281  0.05275099
  0.09432532 -0.11233611 -0.18324028  0.42029937 -0.01811758  0.19292197
 -0.14479826  0.06332254 -0.01874048  0.08179606]"
722,"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",2,"[ 8.25947648e-02 -7.87334065e-03 -5.31644467e-02  4.23197776e-02
  4.72491709e-02 -1.92648092e-01 -1.28529429e-01  1.26119502e-01
 -1.08665795e-01  9.16502517e-02  7.47807592e-02 -6.18182742e-02
 -1.12901418e-01 -5.07180064e-02 -7.58761799e-02  1.40506041e-01
 -2.02287802e-01  1.57558095e-02  8.63922246e-02  6.71858396e-02
 -1.91917818e-01  1.57831952e-02  1.34809851e-01 -6.44016444e-03
  9.57398231e-02  7.04721018e-02 -1.70447557e-01  1.23563523e-01
 -6.39360902e-02 -4.68110036e-02 -2.93280787e-01 -1.43500185e-02
 -1.35174988e-01  1.73514724e-01 -5.68706210e-03 -1.52628695e-02
  1.10637551e-01 -2.19814534e-01  2.13826233e-01  2.40051299e-04
 -6.85551132e-03  1.38096113e-01 -2.18500037e-01 -1.90785880e-02
 -3.12560202e-02 -1.44741663e-01 -5.77287029e-02 -2.00096961e-01
  3.61854159e-02 -5.72175053e-02  2.12329167e-02  2.10982700e-03
 -2.25839362e-02 -1.64751358e-01  1.37018944e-02 -3.62401874e-02
  4.57886084e-02  2.84079249e-01  1.77458253e-01  1.52628704e-01
 -1.71177831e-01  2.61623124e-02  2.83348974e-01  1.31888726e-01]"
723,"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",1,"[-0.21560486  0.19563437  0.00422544  0.10252361 -0.04111756  0.02741171
  0.09870759  0.21840328 -0.06153325 -0.03625214  0.08541514 -0.03994096
 -0.0506576  -0.17032148 -0.02024078 -0.04633279 -0.11371725 -0.11269965
 -0.20606482 -0.02841341 -0.16027264 -0.19779679 -0.14348217 -0.07918231
  0.10564002 -0.01597161 -0.10296881  0.03262693 -0.0128393   0.0258853
 -0.23633855  0.11250884  0.01731517 -0.06048384 -0.03251563 -0.09527317
  0.03501194  0.01755367 -0.02785691 -0.09158436  0.03647475 -0.15849182
 -0.07956392  0.16955827  0.24854978  0.00145386 -0.02114708 -0.18037031
 -0.12987171  0.04343897  0.03232483  0.13012612 -0.02354799  0.22285529
 -0.07892791  0.01801477  0.04464738  0.38465434  0.07969112  0.29281556
  0.02839751  0.11371725 -0.03146623  0.11110964]"
724,"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",1,"[ 1.14066380e-01 -9.53149516e-02 -4.06761730e-02 -8.38910008e-02
 -1.27855890e-01 -2.74059322e-04 -1.96053388e-01 -2.33383157e-02
  1.21740040e-02  2.17805053e-02  1.94899456e-01 -3.88587276e-02
 -2.17978140e-01  1.26932741e-01 -3.24832426e-02 -2.00496038e-03
  2.03669364e-02  2.85454428e-02  2.96561048e-02 -1.04488726e-01
  4.66982662e-03 -2.17083836e-02 -1.95014847e-01  1.83637786e-03
 -3.97241805e-02 -2.36989204e-02 -4.23205311e-02 -3.39256614e-02
 -6.34663707e-02  1.07085077e-01 -6.18508645e-02  1.56473451e-01
  3.02619206e-02  8.90837101e-02 -9.16223649e-02 -8.92567975e-02
  1.78282812e-01  1.26009593e-01  3.45026273e-02  5.68312506e-02
 -6.05815371e-02  7.21208754e-02 -3.81375182e-02  6.90052546e-02
 -3.99261157e-02  1.10662272e-01  9.51418642e-02 -9.86036597e-02
  8.45256646e-03 -4.11377473e-02  2.13362397e-01  8.60834809e-02
 -8.88529189e-02 -4.50034274e-03 -2.02082690e-02  3.77336436e-02
 -1.07085077e-01  6.12046620e-01 -2.35056367e-01  1.62473909e-01
 -4.46283987e-02 -1.78138556e-02  2.21670735e-01 -5.45594428e-03]"
725,Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .,1,"[-0.00877228 -0.04232364 -0.00393398 -0.07968447  0.01024889  0.02425483
  0.01857557  0.07954467 -0.04075092  0.044141   -0.04543413  0.13203856
 -0.26785165 -0.2707874   0.08555596 -0.07091219 -0.04840482 -0.03893355
 -0.09205653 -0.21696542  0.31370517 -0.04592342 -0.01007414 -0.0831794
 -0.02818663 -0.09443308  0.01887264  0.0783564  -0.09939589 -0.00125162
  0.05256379  0.12085478 -0.08940039  0.05350742  0.10869241 -0.1459484
 -0.18355387 -0.13581309  0.05577913  0.07017825  0.04546908  0.18047833
 -0.05169006  0.06643867  0.0728344   0.24366673 -0.23122477  0.15419644
 -0.08227072  0.03868891  0.09226623  0.06423686 -0.13672178 -0.09044887
 -0.05144541  0.01724749 -0.03715114  0.3914325  -0.00376797  0.30112341
  0.02843128 -0.08954018  0.0237306   0.01670578]"
726,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",1,"[ 0.03004411  0.07238623 -0.10004083 -0.20951227 -0.12610242  0.09640877
 -0.26609588 -0.0569022  -0.1860632   0.01595396 -0.01908422  0.15484026
 -0.2762911  -0.19562124 -0.08334612 -0.01463177 -0.07130299  0.03222653
  0.01387509 -0.1860632   0.21919775 -0.19370963 -0.06773465  0.02391103
  0.12278897  0.05416223  0.02660322 -0.07914058  0.03272036 -0.04654766
  0.07366064 -0.05996078 -0.06620536 -0.04670696  0.08595865  0.00523303
  0.018224   -0.0167425   0.00917572  0.09080139  0.20747322  0.01608937
 -0.19498405 -0.06837185  0.00306853  0.19307244 -0.18810225  0.14235109
  0.13343026 -0.02669879  0.092713    0.06352911 -0.19549381  0.00394269
 -0.02657135  0.059228   -0.05900498  0.32267946 -0.09908503  0.22212887
 -0.00198429 -0.03667102  0.08914466  0.1982975 ]"
727,Indian airline boss prospers in pandemic by pivoting to healthcare,2,"[-0.00489755  0.1149139  -0.01926419 -0.13478218  0.12511652  0.01807516
 -0.26726301 -0.00485201 -0.03064626  0.05013099  0.02013678  0.06037198
 -0.0113629  -0.25314808 -0.14398756 -0.21724709 -0.05013099  0.02036691
 -0.00198731 -0.04015849  0.18978435 -0.07487046 -0.0890621  -0.13562601
  0.21172386  0.10678247  0.06340209  0.1182892   0.02938052 -0.10877696
  0.06221306  0.09826749  0.06386236 -0.05392822  0.25038648  0.14636562
 -0.10256333  0.08630049  0.10371401 -0.13654655  0.06443769 -0.07391157
  0.03666812  0.24854539  0.08369229  0.08346216 -0.27002462 -0.06961573
 -0.17091332  0.00634309  0.13693011  0.03802975 -0.11115502  0.16907224
 -0.07467868  0.06087061  0.07107324  0.10916052  0.00156659 -0.17705024
 -0.1920857  -0.22890725  0.15342309  0.06662397]"
728,"Thus the method will cut working costs , and will fasten the planning and building processes .",2,"[-0.1600968  -0.14778166 -0.06625384 -0.09420281 -0.0195023  -0.0172332
  0.003791    0.14714191 -0.35793869  0.02183138  0.09948072 -0.14370326
  0.04978035 -0.13146809 -0.04442246  0.00349112 -0.01376457 -0.08252742
  0.27717057 -0.04262317 -0.1101965  -0.05137971 -0.17145231 -0.09036433
  0.0108957  -0.08572616 -0.05113981 -0.01835275 -0.08124792  0.07449059
 -0.04722136  0.05365882 -0.25957752 -0.05949651  0.07457056 -0.12283151
  0.20264    -0.16729395 -0.12970879  0.15377929  0.09124398  0.21927343
 -0.05181954  0.14890121 -0.00498803  0.12619018 -0.11427488 -0.00206419
 -0.12291148 -0.06233539  0.04338287 -0.05669762 -0.09020439 -0.116514
 -0.07788925  0.16441508 -0.11923292  0.25621885 -0.10108009  0.25813809
  0.05137971 -0.10851715  0.0939629   0.01177535]"
729,"Previously , Vaahto Pulp has supplied headboxes with rectifier roll and dilution control technology for Stora Enso 's mill in Imatra , eastern Finland .",1,"[ 0.09568623  0.18602388 -0.07070833  0.0178108   0.02103332 -0.18613085
 -0.10012556 -0.0488326   0.00933997 -0.17457791  0.28604246 -0.04498162
 -0.1984326   0.01117186 -0.09878841 -0.00225142  0.02302567 -0.00138813
 -0.02309253 -0.17051297  0.18580993 -0.2124459  -0.06429003 -0.083331
 -0.00781562 -0.03864354 -0.05468931 -0.10103482 -0.03773429  0.19265613
  0.07910561  0.07792892 -0.04867215  0.17340122 -0.05190804 -0.03040672
 -0.02729117  0.10060694  0.1578903  -0.06899678 -0.04083647  0.02337333
 -0.06177619  0.05182781  0.03687851 -0.05463582 -0.06744569 -0.21394351
  0.03161015 -0.08766335  0.17457791 -0.13959813 -0.05035695 -0.02529882
 -0.10911119 -0.03233221  0.00545222  0.5626714   0.06033207  0.01386621
 -0.09135388 -0.05196153  0.05626714  0.0617227 ]"
730,BM4 middle layer headbox will be equipped with a dilution control system .,1,"[ 0.0942998   0.12628907 -0.02871289  0.05474512  0.05531104 -0.06117871
 -0.221125    0.13713086 -0.0585874   0.01754346  0.09465722 -0.02644922
 -0.04169922  0.14558984 -0.13093555  0.11634082 -0.09221485  0.04610742
  0.0680293  -0.12485937  0.21659766 -0.06856543 -0.06564648  0.17942578
 -0.17930663  0.01998584  0.08524512 -0.03803565 -0.0081239   0.13450977
  0.08572168  0.09793359  0.07660742  0.04006104 -0.10275879 -0.06630176
  0.04357568  0.1759707   0.14225391  0.09287012 -0.0495625  -0.00948657
 -0.11675781  0.00104341  0.13010156 -0.02317285 -0.11461328 -0.15404883
  0.0535835  -0.0505752   0.13951367 -0.10448633 -0.07339063  0.07076953
 -0.02491528  0.08131348 -0.09704004  0.58378908 -0.00918872  0.01498193
  0.07398632 -0.14642383  0.17489843  0.13546288]"
731,"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 .",1,"[-5.61496610e-02 -7.28838401e-02 -2.20011759e-02  9.77478559e-02
 -1.11033979e-01 -1.23244551e-01 -1.62492964e-04  1.06605271e-01
 -2.69012223e-01  1.71454166e-01  3.00645841e-01 -1.75756341e-01
  5.54853525e-02 -7.92738284e-02  2.13685044e-02 -9.37620204e-02
  2.50103251e-03 -4.43503245e-02 -8.18045220e-02 -2.62242641e-02
  7.91472957e-02 -1.44881935e-01  4.71973498e-02  5.73517375e-02
 -8.78781707e-02 -5.16893201e-02  5.22587251e-02  4.25155727e-02
  7.88942303e-02  2.36935745e-02  1.99291756e-01  5.33975352e-02
 -1.08424201e-02  1.39440966e-01 -7.75023469e-02  8.68688618e-05
  9.04721306e-02  3.60876229e-01  8.98394592e-02  1.16854563e-01
 -2.76319601e-02 -5.34291684e-02 -1.22105741e-01  2.24978242e-01
 -6.63811555e-04  4.86841288e-02 -1.40453228e-01  2.91424655e-03
  1.78666641e-01  9.94086271e-03  3.94471151e-02  9.05353970e-02
 -7.92105621e-02  1.86005633e-01 -1.26344642e-01 -1.35550024e-02
 -6.23814796e-02  4.38062252e-01  5.74150039e-02  7.84513579e-02
 -7.08988326e-03 -7.59839308e-02 -4.44452241e-03 -8.78149044e-02]"
732,Panostaja did not disclose the purchase price .,1,"[ 0.02152651  0.26783287 -0.02417115  0.0643579   0.01950239 -0.04804681
 -0.13557119  0.23071924 -0.13746232  0.0804917   0.07860055 -0.20518883
  0.06228947 -0.20495244 -0.06713551 -0.22445482 -0.03711364 -0.02186632
 -0.17705809 -0.18131316  0.15838307 -0.22729153  0.04544649 -0.06048697
  0.00883518 -0.01371816 -0.08131907  0.12777023 -0.00767537  0.00758673
 -0.03980261 -0.00743898 -0.07369541  0.06559896  0.09804385  0.06583536
  0.10377638 -0.20306129  0.16949354  0.12694285  0.03542935  0.12056025
 -0.08326931  0.08906093 -0.12032386  0.08072809 -0.01281691  0.01449382
 -0.14077183 -0.12800662  0.00637152  0.01626677 -0.06589445  0.06063471
 -0.0706223   0.11027717 -0.15046393  0.36073519  0.10507653  0.10779505
 -0.0675492  -0.02284144  0.21996337  0.19419657]"
733,A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,2,"[ 0.06197046  0.12490733 -0.00595318  0.07755368 -0.02230272 -0.01537937
 -0.03385424  0.25827068 -0.07930528  0.1869986   0.17516018 -0.02020382
 -0.06046046 -0.11264611 -0.06607767 -0.03814264 -0.11306891 -0.01480557
 -0.10425051 -0.06287646  0.05804446 -0.01029821  0.0906605   0.06076246
 -0.191589    0.03599844  0.02302752  0.03198183 -0.15885216  0.08570769
  0.04998105 -0.01492637 -0.01778782 -0.17455618  0.13082654  0.04400145
 -0.02776893 -0.0956737   0.181321    0.14785936  0.04505845  0.01104566
 -0.26358587  0.06239326  0.19956181 -0.04412225 -0.15305376  0.04240084
 -0.06390326 -0.12973933 -0.15402016  0.02878063 -0.05478286  0.15559056
 -0.03986404  0.00892411 -0.07658728  0.55133178 -0.03723664  0.07616448
  0.04859185  0.0894525   0.14556415  0.11578692]"
734,"Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella .",1,"[ 0.03280203  0.07765463 -0.07908722 -0.11005637 -0.07002821  0.01548458
 -0.21893297  0.15000027  0.06176977  0.01398879  0.24455099 -0.12985979
 -0.04190317 -0.05941022 -0.19466328 -0.00773176 -0.14123621 -0.0177704
 -0.08924174 -0.01627461  0.14005643 -0.25483192  0.11755639  0.04845514
 -0.02410117  0.03878518 -0.05915741 -0.05557594  0.14056205 -0.1303654
 -0.0436939   0.29039379  0.11721931  0.07091305 -0.06766866  0.06202259
 -0.01143963 -0.09471927 -0.02728235  0.0098069   0.00289677  0.09379231
 -0.11991594  0.14595532 -0.00351563  0.28853985 -0.05233155 -0.20848351
 -0.02346914  0.06450854 -0.08393274  0.0857024  -0.15244409  0.00663098
  0.0420085   0.22786557  0.11148897  0.24792179  0.05667145  0.17275312
  0.14443846  0.1686239   0.16306209 -0.15539353]"
